                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.70576,                0.76731,                  1.234,                0.87786,                0.74646,                0.87753,                0.71758,                0.64805,                0.76076,                 1.1475,             0.00024265,             0.00024265,             0.00024265
                    156,                0.69422,                0.79773,                 1.2107,                0.83762,                0.77518,                0.88153,                0.72372,                0.63608,                0.86314,                 1.1469,              0.0002377,              0.0002377,              0.0002377
                    157,                0.69226,                0.76668,                 1.2034,                0.77792,                0.79211,                0.84897,                0.69727,                0.65828,                0.89454,                 1.1647,             0.00023275,             0.00023275,             0.00023275
                    158,                0.69066,                0.77498,                 1.1934,                0.88175,                0.72411,                 0.8836,                0.72866,                 0.6433,                 0.8791,                 1.1402,              0.0002278,              0.0002278,              0.0002278
                    159,                0.71437,                0.78918,                 1.2321,                0.86796,                0.74989,                0.88894,                0.73119,                0.62838,                0.82281,                 1.1368,             0.00022285,             0.00022285,             0.00022285
                    160,                 0.6932,                0.74585,                 1.2023,                0.82826,                0.79663,                0.87386,                0.72564,                0.63308,                0.83554,                 1.1313,              0.0002179,              0.0002179,              0.0002179
                    161,                0.69179,                0.75537,                 1.2009,                0.89189,                0.75892,                0.88469,                0.73941,                0.62213,                0.79686,                  1.122,             0.00021295,             0.00021295,             0.00021295
                    162,                0.67374,                0.76037,                 1.2026,                0.87823,                0.76465,                0.87689,                0.72823,                0.62418,                0.80265,                 1.1194,               0.000208,               0.000208,               0.000208
                    163,                0.69547,                0.77243,                 1.2059,                0.85011,                0.78278,                0.89471,                0.74319,                0.61585,                0.75518,                 1.1272,             0.00020305,             0.00020305,             0.00020305
                    164,                0.67656,                0.73668,                 1.1867,                0.91414,                0.73913,                0.88527,                0.73218,                0.63903,                0.72154,                 1.1356,              0.0001981,              0.0001981,              0.0001981
                    165,                0.68518,                0.75376,                 1.2165,                0.87869,                0.79259,                 0.8943,                 0.7429,                0.63886,                0.76404,                 1.1376,             0.00019315,             0.00019315,             0.00019315
                    166,                0.68903,                0.73916,                 1.2011,                0.84754,                0.77922,                0.88121,                0.73513,                0.62248,                0.87871,                 1.1287,              0.0001882,              0.0001882,              0.0001882
                    167,                0.70038,                0.73678,                 1.2098,                0.83353,                0.75221,                0.87809,                0.73183,                0.62321,                0.84407,                   1.13,             0.00018325,             0.00018325,             0.00018325
                    168,                 0.6775,                0.74874,                 1.2036,                0.88626,                0.75164,                 0.8885,                0.73722,                0.62982,                0.76656,                 1.1277,              0.0001783,              0.0001783,              0.0001783
                    169,                0.64959,                0.70882,                  1.174,                0.87732,                0.76907,                0.89598,                0.74511,                0.62614,                0.70147,                 1.1277,             0.00017335,             0.00017335,             0.00017335
                    170,                0.64713,                0.71375,                 1.1698,                0.83394,                0.79563,                0.88548,                0.73972,                0.59814,                 0.7533,                 1.1106,              0.0001684,              0.0001684,              0.0001684
                    171,                0.67027,                0.74392,                 1.1957,                0.83329,                0.76902,                0.87149,                0.72551,                 0.6142,                0.81551,                  1.126,             0.00016345,             0.00016345,             0.00016345
                    172,                0.65405,                0.68942,                 1.1833,                0.89401,                0.77199,                0.89853,                0.74629,                0.62195,                 0.6712,                 1.1211,              0.0001585,              0.0001585,              0.0001585
                    173,                0.67086,                 0.7075,                 1.1958,                0.88887,                0.79252,                0.90488,                0.75559,                0.60631,                0.69741,                 1.1109,             0.00015355,             0.00015355,             0.00015355
                    174,                0.67238,                0.72524,                 1.1822,                0.81068,                0.80692,                0.88497,                0.73478,                0.62293,                0.82044,                 1.1153,              0.0001486,              0.0001486,              0.0001486
                    175,                 0.6644,                0.66992,                 1.1782,                0.86918,                0.77972,                0.89035,                0.73792,                0.61184,                0.77857,                  1.115,             0.00014365,             0.00014365,             0.00014365
                    176,                0.65049,                0.71427,                 1.1578,                0.83156,                0.81682,                0.89545,                0.74841,                0.60418,                0.73501,                 1.1124,              0.0001387,              0.0001387,              0.0001387
                    177,                0.65101,                0.66834,                 1.1767,                0.85397,                0.78468,                0.89415,                0.74444,                0.61778,                0.76612,                 1.1214,             0.00013375,             0.00013375,             0.00013375
                    178,                0.66713,                0.68605,                 1.1857,                 0.8265,                0.79389,                  0.889,                0.73976,                0.61632,                0.83627,                 1.1199,              0.0001288,              0.0001288,              0.0001288
                    179,                0.64183,                0.68772,                 1.1688,                0.80823,                0.85117,                0.88844,                0.73861,                0.60932,                0.75875,                 1.1137,             0.00012385,             0.00012385,             0.00012385
                    180,                0.67147,                0.68668,                 1.1849,                 0.8282,                0.81987,                0.89448,                0.74901,                0.58599,                0.70558,                 1.1004,              0.0001189,              0.0001189,              0.0001189
                    181,                 0.6782,                0.72967,                  1.196,                 0.8226,                0.81481,                0.88647,                0.73963,                0.60364,                0.74194,                 1.1144,             0.00011395,             0.00011395,             0.00011395
                    182,                0.64793,                0.69641,                 1.1685,                0.89524,                0.77832,                0.88716,                0.73525,                  0.618,                 0.7237,                 1.1193,               0.000109,               0.000109,               0.000109
                    183,                0.65951,                 0.6686,                  1.169,                0.88404,                0.75878,                0.88808,                0.73432,                0.62125,                0.76489,                 1.1287,             0.00010405,             0.00010405,             0.00010405
                    184,                0.64715,                0.71042,                 1.1721,                0.89086,                0.75205,                0.89047,                0.74677,                0.60318,                0.75251,                 1.1145,               9.91e-05,               9.91e-05,               9.91e-05
                    185,                0.65389,                 0.7233,                 1.1701,                0.85779,                0.81336,                0.89739,                0.74411,                0.60908,                0.68548,                 1.1178,              9.415e-05,              9.415e-05,              9.415e-05
                    186,                0.64403,                0.68738,                 1.1641,                 0.9121,                0.74785,                 0.8911,                0.73893,                0.61691,                0.72299,                 1.1235,               8.92e-05,               8.92e-05,               8.92e-05
                    187,                0.65012,                0.66142,                 1.1691,                0.87245,                0.78008,                0.89932,                0.74873,                0.62703,                 0.6868,                 1.1252,              8.425e-05,              8.425e-05,              8.425e-05
                    188,                0.64756,                0.68364,                 1.1642,                0.84181,                0.79178,                 0.8927,                0.73872,                0.62556,                0.76464,                 1.1326,               7.93e-05,               7.93e-05,               7.93e-05
                    189,                0.63081,                0.66594,                 1.1644,                0.89123,                0.74633,                0.89083,                0.74337,                0.61904,                0.79029,                 1.1264,              7.435e-05,              7.435e-05,              7.435e-05
                    190,                0.62528,                0.65405,                  1.147,                0.84449,                0.81718,                0.89973,                0.74868,                  0.609,                0.69651,                 1.1165,               6.94e-05,               6.94e-05,               6.94e-05
                    191,                0.54195,                0.50924,                 1.0779,                0.89407,                0.78922,                0.90229,                0.74476,                0.61824,                0.67988,                 1.1208,              6.445e-05,              6.445e-05,              6.445e-05
                    192,                0.52413,                0.50689,                 1.0698,                0.86046,                0.80225,                0.90377,                0.74901,                0.62545,                0.70875,                 1.1309,               5.95e-05,               5.95e-05,               5.95e-05
                    193,                0.53882,                0.50897,                 1.0954,                0.88877,                 0.7752,                0.89679,                0.74941,                0.60546,                0.74064,                 1.1184,              5.455e-05,              5.455e-05,              5.455e-05
                    194,                0.51516,                0.47049,                 1.0582,                 0.8684,                0.79746,                0.89145,                0.74996,                 0.5989,                0.70696,                 1.1205,               4.96e-05,               4.96e-05,               4.96e-05
                    195,                0.51128,                0.46097,                  1.045,                0.90386,                0.76517,                0.89438,                0.74963,                0.60923,                0.70861,                 1.1291,              4.465e-05,              4.465e-05,              4.465e-05
                    196,                0.49307,                0.46201,                 1.0279,                0.84258,                0.81358,                0.89836,                0.74564,                0.61676,                0.71273,                 1.1285,               3.97e-05,               3.97e-05,               3.97e-05
                    197,                0.50165,                0.47186,                 1.0618,                0.88431,                0.79568,                0.89933,                0.74808,                0.61583,                0.68374,                 1.1275,              3.475e-05,              3.475e-05,              3.475e-05
                    198,                0.49389,                0.49485,                 1.0433,                 0.8646,                0.81157,                0.90166,                0.74972,                0.60912,                0.66955,                 1.1191,               2.98e-05,               2.98e-05,               2.98e-05
                    199,                0.50259,                0.45477,                 1.0511,                 0.8704,                0.80477,                0.89823,                0.75308,                0.60433,                0.67365,                 1.1183,              2.485e-05,              2.485e-05,              2.485e-05
                    200,                0.50362,                0.46325,                 1.0627,                0.85636,                0.81859,                0.90042,                0.75576,                0.60882,                 0.6763,                 1.1222,               1.99e-05,               1.99e-05,               1.99e-05
