                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.4747,                    2.3,                 1.9776,                0.39617,                0.46197,                0.43545,                0.26752,                 1.2657,                 2.4336,                  1.889,             0.00089605,             0.00089605,             0.00089605
                     24,                 1.5174,                 2.2997,                  1.995,                0.36215,                0.52022,                0.45443,                0.28315,                 1.3031,                 2.1435,                 1.8462,              0.0008911,              0.0008911,              0.0008911
                     25,                 1.4202,                 2.1839,                 1.8949,                0.39384,                0.44816,                0.44026,                0.27305,                 1.2571,                 2.1811,                 1.8673,             0.00088615,             0.00088615,             0.00088615
                     26,                 1.3967,                 2.2234,                 1.8903,                 0.4505,                0.49507,                0.44719,                0.28161,                 1.2569,                 2.2259,                 1.8961,              0.0008812,              0.0008812,              0.0008812
                     27,                 1.3836,                 2.1677,                 1.8703,                0.40131,                0.48309,                0.45778,                 0.3198,                 1.1175,                 2.0853,                 1.7219,             0.00087625,             0.00087625,             0.00087625
                     28,                 1.3354,                 2.0848,                 1.8305,                0.39773,                 0.5061,                 0.5115,                0.34836,                 1.1095,                 2.0056,                 1.7146,              0.0008713,              0.0008713,              0.0008713
                     29,                 1.3366,                 2.0703,                 1.8189,                0.44837,                0.50856,                0.48644,                0.31547,                 1.1985,                 2.1765,                 1.7755,             0.00086635,             0.00086635,             0.00086635
                     30,                 1.3417,                 2.0903,                 1.7987,                0.43972,                0.48718,                 0.4811,                0.34419,                 1.0773,                 1.9291,                 1.6893,              0.0008614,              0.0008614,              0.0008614
                     31,                 1.3346,                 2.0583,                 1.8263,                0.42395,                0.43489,                0.47202,                0.32597,                 1.1302,                 1.9575,                 1.6816,             0.00085645,             0.00085645,             0.00085645
                     32,                 1.2684,                  2.021,                 1.7494,                0.45525,                0.53644,                 0.5062,                0.32227,                 1.2167,                 1.8708,                 1.7857,              0.0008515,              0.0008515,              0.0008515
                     33,                 1.2895,                 1.9462,                 1.7469,                0.40852,                0.54539,                 0.4969,                0.33789,                 1.1593,                 2.0194,                  1.777,             0.00084655,             0.00084655,             0.00084655
                     34,                 1.2792,                 1.9046,                 1.7521,                 0.4732,                 0.5484,                0.53736,                0.35574,                 1.1385,                 1.8097,                 1.7135,              0.0008416,              0.0008416,              0.0008416
                     35,                 1.2592,                 1.9019,                 1.7517,                0.42348,                0.53861,                0.51307,                0.32241,                 1.3369,                 2.0381,                  1.876,             0.00083665,             0.00083665,             0.00083665
                     36,                 1.2213,                 1.8744,                 1.7022,                0.45015,                0.58499,                0.54287,                0.37531,                  1.091,                 1.8737,                 1.6429,              0.0008317,              0.0008317,              0.0008317
                     37,                 1.1856,                 1.8549,                 1.6699,                0.58555,                0.58048,                0.57903,                0.42059,                  1.023,                 1.7056,                 1.5833,             0.00082675,             0.00082675,             0.00082675
                     38,                 1.1904,                 1.8637,                    1.7,                0.40615,                0.58037,                 0.5061,                0.34776,                 1.0798,                 1.8203,                 1.6627,              0.0008218,              0.0008218,              0.0008218
                     39,                 1.1915,                 1.8123,                 1.6704,                0.45647,                0.52793,                0.52619,                0.35303,                 1.0597,                  2.032,                 1.6279,             0.00081685,             0.00081685,             0.00081685
                     40,                 1.1845,                 1.7415,                  1.658,                0.60564,                0.56224,                0.57549,                0.43107,                0.97195,                 1.6091,                 1.5439,              0.0008119,              0.0008119,              0.0008119
                     41,                 1.1857,                 1.8157,                 1.6923,                0.58282,                0.62512,                0.58939,                0.42597,                0.98623,                 1.7203,                 1.5364,             0.00080695,             0.00080695,             0.00080695
                     42,                 1.2012,                 1.7614,                 1.6809,                0.47392,                0.63377,                0.59944,                0.44084,                0.93728,                 1.6251,                 1.4716,               0.000802,               0.000802,               0.000802
                     43,                 1.1767,                 1.7424,                 1.6366,                0.58348,                0.66962,                0.63475,                0.45408,                0.97046,                 1.5631,                 1.5132,             0.00079705,             0.00079705,             0.00079705
                     44,                 1.1172,                 1.6991,                 1.6103,                0.49581,                 0.6513,                0.63185,                0.45629,                0.92349,                 1.5494,                 1.4723,              0.0007921,              0.0007921,              0.0007921
                     45,                 1.1708,                 1.7156,                  1.632,                0.58662,                0.50437,                0.60795,                 0.4395,                0.98353,                 1.5329,                 1.4901,             0.00078715,             0.00078715,             0.00078715
                     46,                 1.1281,                 1.6489,                 1.6018,                0.57553,                0.63516,                 0.6452,                 0.4725,                0.95177,                 1.5447,                 1.4917,              0.0007822,              0.0007822,              0.0007822
                     47,                 1.1008,                 1.6472,                 1.5842,                0.61419,                0.58788,                0.62904,                0.45913,                 0.9987,                 1.5454,                 1.5594,             0.00077725,             0.00077725,             0.00077725
                     48,                 1.1041,                 1.5924,                 1.5881,                0.60212,                0.63286,                0.62901,                0.45766,                0.96855,                 1.5735,                 1.4996,              0.0007723,              0.0007723,              0.0007723
                     49,                 1.0963,                 1.6366,                 1.5611,                0.62101,                0.61641,                0.64261,                0.47071,                0.91699,                 1.5494,                 1.4797,             0.00076735,             0.00076735,             0.00076735
                     50,                  1.064,                 1.5761,                 1.5538,                0.56781,                0.60774,                0.64124,                 0.4586,                0.95621,                 1.5126,                 1.5011,              0.0007624,              0.0007624,              0.0007624
                     51,                 1.0542,                 1.5406,                  1.539,                 0.5005,                0.59431,                0.62279,                0.46219,                0.95697,                 1.5744,                 1.4715,             0.00075745,             0.00075745,             0.00075745
                     52,                 1.0654,                 1.5281,                 1.5393,                 0.6101,                0.64907,                 0.6584,                0.48797,                 0.9253,                 1.5432,                 1.4481,              0.0007525,              0.0007525,              0.0007525
                     53,                 1.0629,                 1.5484,                 1.5585,                0.63394,                0.59994,                0.66914,                0.49274,                0.97978,                 1.5708,                 1.4798,             0.00074755,             0.00074755,             0.00074755
                     54,                 1.0445,                 1.4743,                 1.5157,                0.60085,                0.62557,                0.65347,                0.47494,                 0.9812,                 1.4799,                 1.4807,              0.0007426,              0.0007426,              0.0007426
                     55,                  1.036,                 1.5234,                 1.5217,                0.58153,                0.63905,                0.64873,                0.47744,                0.92543,                  1.465,                 1.3994,             0.00073765,             0.00073765,             0.00073765
                     56,                 1.0281,                 1.4987,                 1.5007,                0.64858,                0.67072,                0.70827,                0.52496,                 0.8978,                 1.4125,                 1.4052,              0.0007327,              0.0007327,              0.0007327
                     57,                 1.0498,                 1.5349,                  1.521,                0.56914,                0.68062,                0.67559,                0.50484,                0.89153,                 1.4614,                 1.4212,             0.00072775,             0.00072775,             0.00072775
                     58,                 1.0315,                 1.4464,                 1.4988,                0.56091,                0.66537,                0.67871,                0.51939,                0.82784,                 1.3832,                 1.3558,              0.0007228,              0.0007228,              0.0007228
                     59,                  1.035,                 1.4856,                 1.5113,                0.64206,                0.63915,                0.64687,                0.48195,                0.92475,                 1.5069,                 1.4337,             0.00071785,             0.00071785,             0.00071785
                     60,                 1.0145,                 1.4313,                 1.4642,                0.65738,                0.58416,                0.63539,                0.47441,                0.93212,                 1.4661,                 1.4265,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.0263,                 1.4181,                 1.4687,                0.70621,                0.61891,                0.71779,                0.52915,                0.95008,                 1.2962,                 1.4271,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.0235,                 1.4162,                 1.5014,                0.59612,                0.59023,                0.63387,                0.47719,                0.93276,                 1.5581,                 1.4331,               0.000703,               0.000703,               0.000703
                     63,                 1.0105,                 1.3788,                 1.4753,                0.58635,                0.56598,                0.66393,                0.53016,                0.81142,                 1.5595,                 1.3589,             0.00069805,             0.00069805,             0.00069805
                     64,                 1.0034,                  1.457,                 1.4746,                 0.7006,                0.64355,                0.71878,                0.52824,                0.90661,                 1.3228,                 1.4048,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.0308,                 1.3964,                 1.4988,                0.68786,                0.67901,                0.75602,                0.58094,                0.81801,                  1.205,                 1.3173,             0.00068815,             0.00068815,             0.00068815
                     66,                0.99398,                  1.389,                 1.4712,                0.73319,                0.68565,                0.76918,                 0.5727,                0.83563,                 1.2435,                 1.3613,              0.0006832,              0.0006832,              0.0006832
                     67,                 0.9372,                 1.3615,                 1.4364,                 0.6852,                0.70033,                0.75582,                0.58295,                0.80387,                   1.18,                 1.3471,             0.00067825,             0.00067825,             0.00067825
                     68,                0.98347,                  1.316,                 1.4625,                0.65235,                0.67957,                0.73191,                0.56251,                0.80054,                 1.2126,                 1.3161,              0.0006733,              0.0006733,              0.0006733
                     69,                0.96427,                 1.3343,                 1.4475,                0.66595,                0.73045,                0.76192,                0.59181,                0.79078,                 1.2711,                 1.3293,             0.00066835,             0.00066835,             0.00066835
                     70,                0.98152,                 1.3743,                 1.4625,                0.69681,                0.68264,                0.74992,                0.56376,                0.81399,                 1.2606,                 1.3108,              0.0006634,              0.0006634,              0.0006634
                     71,                0.98531,                 1.3477,                 1.4726,                0.65288,                0.74032,                 0.7726,                0.58384,                0.82552,                 1.2019,                 1.3207,             0.00065845,             0.00065845,             0.00065845
                     72,                0.94653,                 1.2965,                 1.4318,                0.69582,                0.65402,                0.71302,                0.56432,                0.76307,                 1.2948,                 1.2888,              0.0006535,              0.0006535,              0.0006535
                     73,                 0.9122,                 1.2903,                 1.4103,                0.75999,                0.68513,                0.80572,                0.62814,                0.76843,                 1.0607,                 1.2798,             0.00064855,             0.00064855,             0.00064855
                     74,                0.93469,                 1.2944,                  1.429,                0.77444,                0.60345,                0.78668,                0.59295,                0.82633,                 1.1432,                 1.3185,              0.0006436,              0.0006436,              0.0006436
                     75,                0.97221,                 1.2619,                 1.4379,                0.78579,                 0.6821,                0.78991,                0.57345,                0.90992,                 1.1571,                  1.375,             0.00063865,             0.00063865,             0.00063865
                     76,                0.98324,                 1.2519,                 1.4301,                0.72562,                0.68785,                0.79723,                0.61374,                0.78923,                 1.0896,                 1.2884,              0.0006337,              0.0006337,              0.0006337
                     77,                0.92766,                 1.2324,                 1.4172,                0.75721,                0.66912,                0.75473,                0.58552,                0.79474,                 1.2451,                    1.3,             0.00062875,             0.00062875,             0.00062875
                     78,                0.90566,                 1.2064,                 1.4001,                0.70668,                0.64902,                0.74106,                 0.5709,                0.80201,                 1.1956,                 1.3217,              0.0006238,              0.0006238,              0.0006238
                     79,                0.94904,                 1.2089,                 1.4373,                0.75258,                0.68239,                0.78169,                0.59273,                 0.8558,                 1.2256,                 1.3574,             0.00061885,             0.00061885,             0.00061885
                     80,                0.91272,                 1.2443,                 1.4013,                0.66708,                0.73737,                0.76277,                0.58708,                0.78267,                 1.2032,                 1.3153,              0.0006139,              0.0006139,              0.0006139
                     81,                0.93875,                 1.2024,                 1.4198,                0.73849,                0.71001,                0.78481,                0.61501,                0.76267,                 1.1336,                 1.2798,             0.00060895,             0.00060895,             0.00060895
                     82,                0.91971,                  1.249,                 1.3896,                0.74199,                0.67121,                0.76111,                0.58615,                0.79828,                  1.247,                 1.2972,               0.000604,               0.000604,               0.000604
                     83,                0.88999,                 1.1908,                 1.3795,                0.76482,                0.66737,                0.80079,                0.61933,                0.79604,                 1.1381,                  1.273,             0.00059905,             0.00059905,             0.00059905
                     84,                0.90366,                   1.16,                 1.3893,                0.75253,                 0.7378,                0.78682,                0.62754,                0.74422,                 1.1309,                 1.2596,              0.0005941,              0.0005941,              0.0005941
                     85,                0.88089,                 1.1558,                 1.3698,                0.86459,                 0.6163,                0.79451,                0.62664,                0.78068,                  1.031,                 1.2742,             0.00058915,             0.00058915,             0.00058915
                     86,                0.86146,                 1.1462,                 1.3616,                0.75963,                0.74913,                0.80622,                0.63985,                0.71582,                 1.0758,                 1.2419,              0.0005842,              0.0005842,              0.0005842
                     87,                0.86579,                 1.1642,                 1.3494,                0.88768,                0.63861,                 0.7889,                0.62668,                0.73733,                 1.0976,                 1.2584,             0.00057925,             0.00057925,             0.00057925
                     88,                0.85935,                 1.1258,                 1.3547,                0.73263,                 0.7027,                0.76098,                0.58761,                0.81208,                 1.1377,                 1.2951,              0.0005743,              0.0005743,              0.0005743
                     89,                0.87437,                 1.1244,                 1.3506,                0.70674,                0.67104,                0.75309,                0.56516,                0.86414,                 1.2556,                 1.3432,             0.00056935,             0.00056935,             0.00056935
                     90,                0.86655,                 1.0923,                 1.3518,                0.74471,                0.74318,                0.80811,                0.62736,                0.83814,                 1.1316,                 1.3309,              0.0005644,              0.0005644,              0.0005644
                     91,                0.87029,                  1.123,                 1.3585,                0.67462,                0.69225,                0.76643,                 0.6166,                0.72758,                  1.149,                 1.2398,             0.00055945,             0.00055945,             0.00055945
                     92,                0.87784,                 1.1126,                 1.3714,                0.80461,                0.75721,                0.85389,                0.67065,                0.73123,                0.97568,                 1.2201,              0.0005545,              0.0005545,              0.0005545
                     93,                0.85959,                 1.1099,                 1.3309,                0.78959,                0.66837,                 0.7901,                0.62785,                0.76035,                   1.07,                 1.2549,             0.00054955,             0.00054955,             0.00054955
                     94,                0.88138,                  1.137,                 1.3819,                0.77647,                0.66593,                0.77062,                0.61931,                0.72287,                   1.15,                 1.2208,              0.0005446,              0.0005446,              0.0005446
                     95,                0.83465,                 1.0167,                 1.3192,                0.81795,                0.76515,                0.84663,                0.66963,                0.75039,                0.90632,                 1.2562,             0.00053965,             0.00053965,             0.00053965
                     96,                0.86298,                 1.1236,                 1.3542,                0.79024,                0.68917,                0.81129,                0.63218,                0.78907,                 1.1438,                 1.2833,              0.0005347,              0.0005347,              0.0005347
                     97,                0.83662,                  1.056,                 1.3392,                0.78837,                0.73913,                0.81159,                0.64676,                0.74211,                0.98317,                 1.2339,             0.00052975,             0.00052975,             0.00052975
                     98,                0.85453,                 1.1042,                 1.3746,                0.77044,                0.72448,                0.81317,                0.63307,                0.75533,                0.98608,                 1.2479,              0.0005248,              0.0005248,              0.0005248
                     99,                0.85916,                 1.1045,                 1.3593,                0.76949,                 0.7229,                0.79965,                0.64553,                0.72684,                 1.0695,                 1.2368,             0.00051985,             0.00051985,             0.00051985
                    100,                 0.8265,                 1.0611,                 1.3194,                0.81895,                 0.7193,                0.83515,                0.65432,                0.76032,                 1.0063,                 1.2523,              0.0005149,              0.0005149,              0.0005149
                    101,                0.82263,                 1.0321,                 1.3137,                0.81307,                0.72409,                0.83046,                0.67971,                 0.7066,                0.93482,                 1.1995,             0.00050995,             0.00050995,             0.00050995
                    102,                0.84303,                 1.0444,                 1.3365,                0.82308,                0.71928,                   0.83,                0.66078,                0.72642,                 0.9495,                 1.2089,               0.000505,               0.000505,               0.000505
                    103,                0.86136,                 1.0931,                 1.3455,                0.87475,                0.70857,                0.83839,                0.67052,                0.72335,                0.93537,                 1.2189,             0.00050005,             0.00050005,             0.00050005
                    104,                 0.8149,                 1.0018,                 1.3167,                0.80828,                 0.7304,                0.83146,                0.65411,                0.73683,                0.99867,                 1.2258,              0.0004951,              0.0004951,              0.0004951
                    105,                 0.8227,                 1.0223,                 1.3186,                0.79838,                0.78901,                0.82394,                0.67631,                0.69093,                 0.9092,                 1.1981,             0.00049015,             0.00049015,             0.00049015
                    106,                0.81705,                 0.9863,                 1.3149,                0.77488,                0.68372,                0.79225,                0.62662,                0.71995,                 1.1011,                 1.2177,              0.0004852,              0.0004852,              0.0004852
                    107,                0.79866,                 1.0393,                 1.2951,                0.78876,                0.77383,                0.85566,                0.67866,                 0.7285,                0.88687,                   1.22,             0.00048025,             0.00048025,             0.00048025
                    108,                0.77976,                0.95848,                 1.2826,                 0.8333,                0.72217,                0.83656,                0.66685,                  0.741,                0.94239,                 1.2301,              0.0004753,              0.0004753,              0.0004753
                    109,                0.78482,                0.95542,                 1.2646,                0.87279,                0.75397,                0.84905,                0.67596,                0.71423,                0.89016,                 1.2147,             0.00047035,             0.00047035,             0.00047035
                    110,                0.85718,                0.97339,                 1.3273,                0.74485,                0.78046,                0.84807,                0.67778,                0.72377,                0.92889,                 1.2311,              0.0004654,              0.0004654,              0.0004654
                    111,                0.82361,                0.96827,                 1.3012,                0.83857,                0.74342,                0.86344,                0.69325,                0.67901,                0.95406,                 1.1825,             0.00046045,             0.00046045,             0.00046045
                    112,                0.80602,                 1.0073,                 1.2937,                 0.8166,                0.76591,                0.86051,                0.70321,                0.68134,                0.85527,                 1.1808,              0.0004555,              0.0004555,              0.0004555
                    113,                0.80104,                 0.9614,                 1.3021,                0.82209,                 0.7341,                0.84673,                0.69399,                0.66237,                0.90903,                 1.1746,             0.00045055,             0.00045055,             0.00045055
                    114,                0.78615,                0.96359,                 1.2855,                0.84632,                0.71465,                 0.8416,                0.67664,                 0.7289,                0.90978,                 1.2196,              0.0004456,              0.0004456,              0.0004456
                    115,                0.79324,                0.94426,                 1.2897,                0.84334,                0.75678,                0.85287,                0.68871,                0.68613,                0.83656,                  1.196,             0.00044065,             0.00044065,             0.00044065
                    116,                0.80027,                0.96001,                 1.2954,                0.74467,                0.74349,                0.82435,                0.68757,                0.65539,                0.97849,                  1.172,              0.0004357,              0.0004357,              0.0004357
                    117,                0.78967,                0.91854,                  1.286,                0.82041,                0.72472,                0.82044,                0.66834,                0.68574,                 1.0822,                 1.1854,             0.00043075,             0.00043075,             0.00043075
                    118,                0.79428,                0.93364,                 1.2795,                0.75835,                0.79136,                 0.8609,                0.69645,                0.69109,                0.88715,                 1.1912,              0.0004258,              0.0004258,              0.0004258
                    119,                0.79257,                0.90759,                 1.3009,                0.75534,                0.75896,                0.84857,                0.69133,                0.67977,                 1.0475,                 1.1701,             0.00042085,             0.00042085,             0.00042085
                    120,                0.77431,                 0.9012,                 1.2569,                 0.8238,                0.76637,                0.86494,                0.68816,                0.71208,                0.83199,                 1.2022,              0.0004159,              0.0004159,              0.0004159
                    121,                 0.8058,                0.92561,                 1.2925,                0.87085,                0.72895,                0.86028,                0.70887,                0.68355,                0.86243,                 1.1806,             0.00041095,             0.00041095,             0.00041095
                    122,                0.78581,                0.94876,                  1.284,                0.89621,                0.75719,                0.87515,                0.70528,                0.66925,                0.79133,                 1.1703,               0.000406,               0.000406,               0.000406
                    123,                0.77022,                0.89328,                 1.2572,                  0.784,                0.76235,                0.83754,                0.65646,                0.73525,                0.98218,                 1.2245,             0.00040105,             0.00040105,             0.00040105
                    124,                0.78893,                0.90063,                 1.2794,                0.67166,                0.73739,                0.77652,                0.63336,                0.68179,                 1.2399,                 1.1914,              0.0003961,              0.0003961,              0.0003961
                    125,                0.76351,                0.92184,                 1.2616,                0.79985,                0.77063,                0.84552,                 0.6925,                0.64633,                0.85661,                 1.1456,             0.00039115,             0.00039115,             0.00039115
                    126,                  0.748,                0.86223,                 1.2632,                0.85693,                0.75911,                0.87641,                0.71499,                0.65184,                0.79405,                 1.1549,              0.0003862,              0.0003862,              0.0003862
                    127,                0.76098,                 0.8804,                 1.2661,                 0.7388,                0.77617,                0.83321,                0.66688,                0.72889,                0.86241,                 1.2294,             0.00038125,             0.00038125,             0.00038125
                    128,                0.75735,                0.87852,                 1.2751,                0.83447,                0.79328,                0.86976,                0.71304,                0.67912,                  0.874,                 1.1932,              0.0003763,              0.0003763,              0.0003763
                    129,                0.76073,                0.91095,                 1.2623,                0.78701,                0.72401,                0.80742,                0.65417,                0.69922,                 0.9829,                 1.1914,             0.00037135,             0.00037135,             0.00037135
                    130,                0.78185,                0.91433,                 1.2904,                0.81228,                0.74688,                0.85364,                0.68501,                0.70166,                 0.9451,                 1.1884,              0.0003664,              0.0003664,              0.0003664
                    131,                0.77107,                0.93653,                 1.2647,                0.76353,                0.71723,                0.83149,                0.67462,                0.66386,                0.90937,                 1.1679,             0.00036145,             0.00036145,             0.00036145
                    132,                0.75024,                0.88091,                  1.244,                0.74709,                0.80284,                0.85796,                0.69108,                 0.6801,                0.90985,                  1.178,              0.0003565,              0.0003565,              0.0003565
                    133,                0.73721,                0.88524,                 1.2506,                 0.8298,                0.82009,                0.88641,                0.72218,                0.66714,                0.77479,                 1.1649,             0.00035155,             0.00035155,             0.00035155
                    134,                0.77731,                0.89464,                 1.2738,                  0.807,                0.77927,                0.84802,                 0.6943,                0.67471,                0.92789,                 1.1806,              0.0003466,              0.0003466,              0.0003466
                    135,                0.73671,                0.84852,                 1.2368,                0.85723,                0.71861,                0.85468,                 0.7031,                0.67424,                0.90247,                 1.1728,             0.00034165,             0.00034165,             0.00034165
                    136,                0.74692,                0.84147,                 1.2571,                0.82973,                0.77492,                0.85463,                0.69831,                0.67056,                0.93436,                 1.1688,              0.0003367,              0.0003367,              0.0003367
                    137,                0.73924,                 0.8342,                 1.2324,                0.83894,                0.80968,                0.89223,                0.72783,                0.67324,                0.81632,                 1.1769,             0.00033175,             0.00033175,             0.00033175
                    138,                0.72429,                0.84656,                 1.2309,                0.84019,                0.79078,                0.87731,                0.72279,                0.63197,                0.87366,                 1.1353,              0.0003268,              0.0003268,              0.0003268
                    139,                0.70395,                0.79208,                 1.2069,                0.84134,                0.79254,                0.87967,                0.73448,                0.64237,                0.76882,                 1.1456,             0.00032185,             0.00032185,             0.00032185
                    140,                0.76103,                0.87624,                 1.2542,                0.84792,                0.75343,                 0.8655,                0.70826,                0.67438,                 0.8762,                 1.1629,              0.0003169,              0.0003169,              0.0003169
                    141,                0.70613,                0.81521,                 1.2152,                0.82353,                 0.7947,                 0.8652,                0.71607,                0.64875,                0.78875,                 1.1512,             0.00031195,             0.00031195,             0.00031195
                    142,                0.73693,                 0.8245,                 1.2439,                0.81599,                0.78225,                0.88192,                0.72087,                0.63902,                0.89566,                  1.137,               0.000307,               0.000307,               0.000307
                    143,                0.75322,                0.82654,                 1.2431,                0.87175,                0.76211,                0.88699,                 0.7205,                0.68012,                0.80871,                 1.1801,             0.00030205,             0.00030205,             0.00030205
                    144,                0.77875,                  0.849,                 1.2643,                0.83968,                0.74179,                0.85431,                0.70017,                 0.6657,                0.96553,                 1.1681,              0.0002971,              0.0002971,              0.0002971
                    145,                0.70917,                0.79828,                 1.2136,                0.83625,                0.74656,                0.87495,                0.71273,                0.66649,                0.86508,                 1.1686,             0.00029215,             0.00029215,             0.00029215
                    146,                0.71278,                0.77308,                 1.2134,                0.79654,                0.75567,                0.85541,                 0.6987,                0.67039,                0.98982,                 1.1592,              0.0002872,              0.0002872,              0.0002872
                    147,                0.74183,                0.83238,                 1.2271,                 0.8558,                0.76171,                0.88688,                0.72487,                0.67046,                0.83767,                 1.1673,             0.00028225,             0.00028225,             0.00028225
                    148,                0.72712,                0.78897,                 1.2234,                0.88398,                0.77338,                0.88608,                0.72359,                0.66408,                0.76882,                 1.1523,              0.0002773,              0.0002773,              0.0002773
                    149,                0.73627,                0.77632,                 1.2299,                 0.8811,                0.73768,                0.88744,                0.73431,                0.63216,                0.80716,                 1.1335,             0.00027235,             0.00027235,             0.00027235
                    150,                0.72575,                0.83926,                 1.2303,                0.82856,                  0.783,                0.86703,                0.70499,                0.65368,                0.85162,                 1.1497,              0.0002674,              0.0002674,              0.0002674
                    151,                0.68278,                0.76048,                 1.1887,                0.89529,                0.70234,                0.86558,                0.70454,                0.68503,                0.83091,                   1.17,             0.00026245,             0.00026245,             0.00026245
                    152,                0.68956,                0.78727,                 1.2023,                0.82563,                0.77441,                0.87851,                0.71949,                0.65928,                0.78836,                   1.16,              0.0002575,              0.0002575,              0.0002575
                    153,                0.68643,                0.78107,                 1.2126,                0.75802,                0.79034,                0.84703,                0.69699,                0.65069,                 1.0014,                  1.171,             0.00025255,             0.00025255,             0.00025255
                    154,                 0.7068,                0.76886,                 1.2242,                0.81318,                0.78578,                0.88475,                0.72013,                0.64765,                0.77371,                 1.1564,              0.0002476,              0.0002476,              0.0002476
