                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.2196,                 1.9566,                 1.7437,                0.42944,                0.70292,                0.63038,                0.47248,                 1.0168,                  2.161,                 1.4932,              0.0008482,              0.0008482,              0.0008482
                     26,                 1.2095,                 1.7981,                 1.7326,                0.51379,                0.68105,                0.62111,                0.48992,                0.89031,                 1.6118,                 1.4582,              0.0008416,              0.0008416,              0.0008416
                     27,                 1.1696,                 1.7945,                 1.6998,                0.47671,                0.74035,                0.64336,                0.50744,                0.84709,                 1.4846,                 1.3962,               0.000835,               0.000835,               0.000835
                     28,                 1.1645,                 1.7538,                 1.6865,                0.51129,                0.68852,                0.63541,                 0.4797,                0.91587,                 1.6182,                 1.4595,              0.0008284,              0.0008284,              0.0008284
                     29,                 1.1064,                 1.7132,                 1.6313,                0.69254,                0.65607,                0.70196,                0.55659,                0.87756,                 1.4775,                 1.3755,              0.0008218,              0.0008218,              0.0008218
                     30,                 1.1388,                 1.7235,                 1.6246,                0.53231,                 0.7471,                0.66962,                0.52297,                0.86101,                 1.4812,                  1.366,              0.0008152,              0.0008152,              0.0008152
                     31,                 1.0995,                 1.6358,                 1.5897,                0.57067,                0.61767,                0.65343,                0.52157,                 0.8882,                 1.6398,                 1.4208,              0.0008086,              0.0008086,              0.0008086
                     32,                 1.0811,                 1.6267,                  1.604,                0.76912,                0.62008,                 0.7803,                0.62849,                 0.8179,                 1.3427,                 1.3294,               0.000802,               0.000802,               0.000802
                     33,                 1.0617,                 1.5803,                 1.5694,                0.58568,                0.78414,                0.74442,                0.61184,                0.77854,                 1.3748,                 1.3496,              0.0007954,              0.0007954,              0.0007954
                     34,                  1.071,                 1.5629,                 1.5758,                0.67663,                0.76103,                0.76553,                0.59891,                0.80514,                 1.3016,                 1.3607,              0.0007888,              0.0007888,              0.0007888
                     35,                 1.0355,                 1.5489,                 1.5518,                0.65991,                0.65882,                0.70904,                0.57934,                0.79981,                 1.4481,                  1.344,              0.0007822,              0.0007822,              0.0007822
                     36,                  1.057,                 1.5081,                 1.5479,                0.65066,                 0.7609,                0.74608,                0.61716,                0.70801,                 1.2421,                 1.2642,              0.0007756,              0.0007756,              0.0007756
                     37,                 1.0356,                 1.5276,                 1.5515,                0.66802,                0.72557,                0.78167,                0.63437,                0.73885,                 1.2908,                 1.2754,               0.000769,               0.000769,               0.000769
                     38,                0.99665,                 1.4371,                 1.5105,                0.70428,                0.75127,                0.81222,                0.65297,                0.79158,                 1.0952,                 1.2879,              0.0007624,              0.0007624,              0.0007624
                     39,                0.97619,                 1.4076,                 1.4852,                0.65809,                 0.7314,                0.78057,                0.63233,                0.72747,                 1.1269,                 1.2666,              0.0007558,              0.0007558,              0.0007558
                     40,                 1.0347,                 1.4028,                 1.5466,                0.68145,                0.74915,                0.80586,                0.66245,                0.74904,                 1.1191,                 1.2634,              0.0007492,              0.0007492,              0.0007492
                     41,                 1.0103,                 1.4173,                 1.5201,                0.68893,                  0.748,                0.79612,                0.64733,                0.72935,                 1.1394,                 1.2433,              0.0007426,              0.0007426,              0.0007426
                     42,                0.96065,                  1.377,                 1.4751,                0.73079,                0.72761,                0.79411,                0.64674,                0.69399,                 1.1712,                 1.2544,               0.000736,               0.000736,               0.000736
                     43,                0.95186,                 1.3533,                  1.472,                0.63271,                0.69646,                0.73947,                0.60544,                0.71163,                 1.4094,                 1.2181,              0.0007294,              0.0007294,              0.0007294
                     44,                0.95598,                 1.3333,                 1.4549,                0.67492,                0.80696,                0.81598,                0.68833,                0.67495,                 1.1595,                 1.2264,              0.0007228,              0.0007228,              0.0007228
                     45,                0.92454,                 1.3358,                 1.4274,                0.66568,                0.68968,                0.76153,                0.63883,                0.62892,                 1.1789,                 1.1912,              0.0007162,              0.0007162,              0.0007162
                     46,                 0.9224,                 1.2904,                 1.4262,                0.67359,                0.78657,                0.81786,                0.65741,                 0.7588,                 1.1115,                 1.2764,              0.0007096,              0.0007096,              0.0007096
                     47,                0.93343,                  1.265,                  1.445,                 0.7882,                0.67596,                0.79697,                 0.6635,                0.69925,                 1.3276,                 1.2301,               0.000703,               0.000703,               0.000703
                     48,                0.95781,                 1.2832,                 1.4464,                0.57397,                 0.7174,                0.70114,                0.58433,                0.68392,                 1.3354,                  1.181,              0.0006964,              0.0006964,              0.0006964
                     49,                 0.9324,                 1.2783,                 1.4273,                0.68106,                0.72973,                 0.7915,                0.65734,                0.71777,                  1.265,                  1.221,              0.0006898,              0.0006898,              0.0006898
                     50,                0.91046,                  1.219,                 1.4177,                0.66316,                0.71102,                0.76804,                0.63554,                0.72722,                 1.1726,                  1.246,              0.0006832,              0.0006832,              0.0006832
                     51,                0.88012,                 1.2373,                 1.3881,                0.75142,                0.73644,                0.82077,                0.71063,                0.59836,                  1.189,                 1.1619,              0.0006766,              0.0006766,              0.0006766
                     52,                0.89129,                   1.22,                 1.3945,                0.76943,                0.75558,                0.83275,                0.72005,                0.58846,                 0.9929,                 1.1413,                0.00067,                0.00067,                0.00067
                     53,                0.85899,                  1.183,                 1.3656,                0.78433,                0.71041,                0.81555,                0.69147,                0.64716,                0.95785,                  1.165,              0.0006634,              0.0006634,              0.0006634
                     54,                0.88494,                 1.1955,                 1.3885,                0.78329,                0.79592,                0.85981,                0.73514,                0.60654,                0.94154,                 1.1446,              0.0006568,              0.0006568,              0.0006568
                     55,                0.87953,                 1.1662,                 1.3757,                0.82853,                0.77385,                0.85786,                 0.7338,                0.59425,                0.90583,                 1.1225,              0.0006502,              0.0006502,              0.0006502
                     56,                0.83829,                 1.1379,                  1.354,                0.62343,                0.81206,                0.82465,                0.68802,                0.66642,                 1.0061,                 1.1693,              0.0006436,              0.0006436,              0.0006436
                     57,                0.87031,                 1.1404,                 1.3705,                 0.7528,                0.83245,                0.87195,                0.74364,                0.58925,                0.85821,                 1.1052,               0.000637,               0.000637,               0.000637
                     58,                0.90443,                 1.2022,                 1.4092,                0.81388,                0.75711,                0.87056,                0.74067,                0.58974,                 1.0031,                 1.1372,              0.0006304,              0.0006304,              0.0006304
                     59,                0.86765,                  1.142,                 1.3679,                0.78588,                0.80488,                0.86404,                0.73135,                0.63772,                 0.8995,                 1.1564,              0.0006238,              0.0006238,              0.0006238
                     60,                 0.8483,                 1.1717,                 1.3601,                0.79038,                0.77311,                0.86296,                0.73783,                0.63916,                0.86786,                 1.1795,              0.0006172,              0.0006172,              0.0006172
                     61,                0.83734,                 1.1246,                 1.3594,                0.81761,                0.76421,                 0.8544,                0.74439,                0.56999,                 1.0353,                 1.1232,              0.0006106,              0.0006106,              0.0006106
                     62,                0.84982,                   1.13,                  1.356,                0.78671,                0.77246,                0.86056,                0.72518,                0.63871,                0.89942,                  1.188,               0.000604,               0.000604,               0.000604
                     63,                0.87016,                 1.1261,                  1.382,                0.83103,                0.82485,                 0.8955,                0.77895,                0.59886,                0.81419,                 1.1192,              0.0005974,              0.0005974,              0.0005974
                     64,                0.84418,                 1.0673,                 1.3511,                0.76565,                 0.8343,                0.87924,                0.74948,                0.62887,                0.93162,                 1.1785,              0.0005908,              0.0005908,              0.0005908
                     65,                0.83159,                 1.0677,                 1.3247,                0.87765,                0.77669,                0.90216,                0.78795,                0.58557,                0.81635,                 1.1213,              0.0005842,              0.0005842,              0.0005842
                     66,                 0.8065,                 1.0735,                 1.3219,                0.76771,                0.82129,                0.87543,                0.75191,                0.60953,                0.88322,                 1.1557,              0.0005776,              0.0005776,              0.0005776
                     67,                0.81499,                 1.0395,                 1.3229,                0.71912,                0.82904,                 0.8626,                0.73105,                0.64589,                 1.0092,                 1.1569,               0.000571,               0.000571,               0.000571
                     68,                0.79928,                 1.0588,                  1.314,                0.84998,                0.76663,                0.87765,                0.76413,                0.56103,                0.83974,                  1.111,              0.0005644,              0.0005644,              0.0005644
                     69,                0.79349,                 1.0126,                 1.2994,                0.83355,                0.78495,                0.86647,                0.74362,                0.64371,                0.86138,                 1.1607,              0.0005578,              0.0005578,              0.0005578
                     70,                0.82116,                 1.0093,                 1.3304,                0.82857,                0.84443,                0.87304,                0.76376,                0.58512,                0.84101,                 1.1457,              0.0005512,              0.0005512,              0.0005512
                     71,                0.82685,                 1.0649,                 1.3361,                0.81949,                0.81577,                0.88827,                0.77203,                0.54866,                0.90102,                 1.0912,              0.0005446,              0.0005446,              0.0005446
                     72,                0.77973,                0.99649,                 1.3045,                 0.8412,                0.82792,                0.87786,                0.77222,                0.55716,                0.87833,                 1.0958,               0.000538,               0.000538,               0.000538
                     73,                 0.7954,                0.96921,                 1.3064,                0.88294,                 0.7963,                0.90795,                0.78421,                0.57156,                0.78107,                 1.1041,              0.0005314,              0.0005314,              0.0005314
                     74,                0.79371,                0.95892,                 1.3055,                0.86634,                0.85126,                0.92048,                0.79211,                0.56567,                0.74323,                 1.1023,              0.0005248,              0.0005248,              0.0005248
                     75,                0.77354,                0.95272,                 1.2918,                0.81095,                0.78966,                0.87512,                 0.7544,                0.57459,                0.86457,                 1.1039,              0.0005182,              0.0005182,              0.0005182
                     76,                0.77256,                0.96189,                 1.2916,                0.88381,                0.79914,                0.89414,                0.78181,                0.55129,                0.85105,                 1.0829,              0.0005116,              0.0005116,              0.0005116
                     77,                0.81482,                0.99777,                 1.3476,                0.85466,                0.78077,                0.86676,                0.76276,                0.53882,                 0.9046,                 1.0883,               0.000505,               0.000505,               0.000505
                     78,                0.77128,                0.95861,                 1.2813,                0.82768,                0.89491,                0.92139,                0.81127,                0.52907,                0.69533,                 1.0834,              0.0004984,              0.0004984,              0.0004984
                     79,                0.73487,                0.92644,                 1.2583,                0.79928,                0.86676,                0.88549,                0.78785,                0.54516,                0.78361,                 1.0759,              0.0004918,              0.0004918,              0.0004918
                     80,                0.77571,                0.91676,                 1.2935,                0.86089,                  0.776,                0.89933,                0.78025,                0.54459,                0.73909,                 1.0906,              0.0004852,              0.0004852,              0.0004852
                     81,                0.74007,                0.90501,                  1.263,                0.88357,                 0.8296,                0.91484,                0.80238,                 0.5322,                0.77379,                  1.061,              0.0004786,              0.0004786,              0.0004786
                     82,                0.72693,                0.88666,                 1.2526,                0.77751,                0.85788,                0.90761,                0.79199,                0.56279,                 0.7609,                 1.0896,               0.000472,               0.000472,               0.000472
                     83,                0.74147,                0.90775,                 1.2735,                0.87365,                0.77834,                0.88734,                0.77655,                 0.5411,                0.98417,                 1.0962,              0.0004654,              0.0004654,              0.0004654
                     84,                0.71241,                0.84569,                 1.2443,                0.83935,                0.82179,                0.90863,                0.78647,                0.59002,                0.73663,                 1.1114,              0.0004588,              0.0004588,              0.0004588
                     85,                0.73408,                0.87902,                 1.2656,                0.82865,                0.82038,                0.90799,                0.79558,                0.54649,                0.74466,                 1.0717,              0.0004522,              0.0004522,              0.0004522
                     86,                 0.7537,                0.90624,                 1.2852,                0.90936,                0.83551,                0.93557,                0.83644,                0.50819,                0.68659,                 1.0497,              0.0004456,              0.0004456,              0.0004456
                     87,                0.70966,                 0.8599,                 1.2468,                0.89068,                0.85042,                0.91644,                0.81317,                0.50422,                0.70415,                 1.0552,               0.000439,               0.000439,               0.000439
                     88,                0.71967,                0.87309,                 1.2712,                0.88203,                0.86874,                0.93726,                0.82549,                0.54691,                 0.7031,                 1.0791,              0.0004324,              0.0004324,              0.0004324
                     89,                0.72085,                0.85504,                 1.2492,                 0.9036,                0.76787,                0.91462,                0.80994,                0.51838,                0.75325,                   1.06,              0.0004258,              0.0004258,              0.0004258
                     90,                0.72012,                 0.8315,                 1.2472,                0.83435,                0.86692,                0.90779,                0.79972,                0.51734,                0.73793,                 1.0563,              0.0004192,              0.0004192,              0.0004192
                     91,                0.70293,                0.83877,                 1.2153,                0.90995,                 0.8268,                0.93368,                 0.8274,                0.51482,                0.69003,                 1.0523,              0.0004126,              0.0004126,              0.0004126
                     92,                 0.7104,                 0.8467,                 1.2313,                 0.8877,                0.87497,                0.93673,                0.81635,                0.55703,                0.70365,                 1.0786,               0.000406,               0.000406,               0.000406
                     93,                0.69061,                0.82332,                 1.2183,                0.89179,                0.81046,                0.92877,                0.81157,                0.53659,                0.72844,                 1.0593,              0.0003994,              0.0003994,              0.0003994
                     94,                0.70931,                0.83621,                 1.2332,                0.91848,                0.80879,                0.93804,                0.83235,                0.53482,                0.68897,                 1.0599,              0.0003928,              0.0003928,              0.0003928
                     95,                0.67793,                 0.8004,                 1.1968,                0.84404,                0.87501,                0.91468,                0.80486,                0.52081,                 0.7156,                  1.056,              0.0003862,              0.0003862,              0.0003862
                     96,                0.69416,                0.82576,                 1.2179,                0.91236,                0.86576,                0.94094,                 0.8326,                0.51077,                0.68043,                 1.0497,              0.0003796,              0.0003796,              0.0003796
                     97,                0.68254,                0.78247,                 1.2092,                0.89103,                0.83317,                0.92484,                0.82614,                0.49181,                0.76547,                 1.0414,               0.000373,               0.000373,               0.000373
                     98,                0.70893,                0.81093,                 1.2256,                0.82413,                0.86508,                0.92086,                0.82271,                0.52082,                0.69147,                 1.0603,              0.0003664,              0.0003664,              0.0003664
                     99,                0.70772,                0.83371,                 1.2425,                0.83358,                0.88329,                 0.9239,                0.82327,                 0.5116,                0.71616,                 1.0444,              0.0003598,              0.0003598,              0.0003598
                    100,                0.70324,                0.81414,                 1.2266,                0.90853,                0.83475,                0.93459,                 0.8379,                0.47353,                0.62485,                 1.0352,              0.0003532,              0.0003532,              0.0003532
                    101,                0.67605,                0.76843,                 1.2081,                0.88737,                 0.8538,                 0.9322,                0.83524,                0.47828,                0.64894,                 1.0409,              0.0003466,              0.0003466,              0.0003466
                    102,                0.69497,                0.80127,                 1.2282,                0.89144,                0.82783,                0.92978,                0.82812,                0.48843,                 0.7273,                 1.0339,                0.00034,                0.00034,                0.00034
                    103,                0.70576,                0.76984,                 1.2404,                0.85241,                0.86086,                0.92078,                0.81862,                0.51223,                0.76558,                 1.0504,              0.0003334,              0.0003334,              0.0003334
                    104,                0.69258,                0.77513,                 1.2097,                0.93443,                 0.8582,                0.94419,                0.84985,                0.48375,                0.71178,                 1.0236,              0.0003268,              0.0003268,              0.0003268
                    105,                0.69218,                0.77228,                 1.2066,                0.88475,                0.87856,                0.93923,                0.85225,                0.48166,                0.78157,                  1.023,              0.0003202,              0.0003202,              0.0003202
                    106,                0.67192,                0.75287,                 1.1958,                0.86572,                0.86068,                0.92604,                0.82812,                0.51796,                0.71081,                 1.0406,              0.0003136,              0.0003136,              0.0003136
                    107,                 0.7123,                0.74729,                 1.2284,                0.88436,                0.87374,                0.93154,                0.83193,                0.49891,                0.73536,                 1.0337,               0.000307,               0.000307,               0.000307
                    108,                0.68073,                0.75291,                 1.2128,                 0.8758,                0.89955,                0.94759,                0.85215,                0.49722,                0.59615,                 1.0293,              0.0003004,              0.0003004,              0.0003004
                    109,                0.68675,                 0.7537,                 1.2151,                0.88151,                0.86548,                0.94945,                0.85269,                0.51694,                0.66585,                 1.0355,              0.0002938,              0.0002938,              0.0002938
                    110,                0.64168,                0.72852,                 1.1801,                0.86477,                0.87117,                0.93425,                0.84176,                0.51027,                0.68776,                 1.0452,              0.0002872,              0.0002872,              0.0002872
                    111,                0.66087,                0.72874,                 1.1833,                0.85824,                0.89853,                 0.9386,                0.83968,                0.50224,                0.68663,                 1.0262,              0.0002806,              0.0002806,              0.0002806
                    112,                0.67082,                 0.7498,                 1.2064,                0.86836,                0.89702,                0.93225,                0.83634,                0.49797,                0.66733,                 1.0199,               0.000274,               0.000274,               0.000274
                    113,                0.66191,                0.75451,                 1.2021,                 0.8704,                0.88174,                0.94229,                0.83179,                0.55864,                0.71992,                 1.0679,              0.0002674,              0.0002674,              0.0002674
                    114,                0.67942,                0.75642,                 1.2138,                0.85576,                0.87665,                0.93311,                0.83357,                0.50384,                0.78973,                 1.0233,              0.0002608,              0.0002608,              0.0002608
                    115,                0.66793,                0.73949,                 1.1909,                0.90565,                0.83702,                0.92319,                0.83325,                0.46394,                0.68489,                 1.0143,              0.0002542,              0.0002542,              0.0002542
                    116,                0.66744,                0.73828,                 1.1934,                0.88019,                0.87784,                0.93421,                 0.8407,                0.46191,                0.59785,                 1.0093,              0.0002476,              0.0002476,              0.0002476
                    117,                0.66654,                0.72277,                 1.1961,                0.89606,                0.85958,                0.92935,                0.83713,                0.48928,                0.68773,                   1.03,               0.000241,               0.000241,               0.000241
                    118,                0.64944,                0.74199,                 1.1877,                0.91924,                0.88506,                0.95655,                0.86532,                0.47506,                0.56193,                 1.0252,              0.0002344,              0.0002344,              0.0002344
                    119,                0.63071,                0.70593,                 1.1689,                0.91383,                0.84321,                0.94219,                0.85013,                0.48854,                0.71124,                  1.023,              0.0002278,              0.0002278,              0.0002278
                    120,                0.64111,                0.70815,                 1.1735,                0.85724,                0.87357,                0.93448,                0.84283,                0.47055,                0.64501,                 1.0176,              0.0002212,              0.0002212,              0.0002212
                    121,                0.64068,                0.69923,                 1.1717,                0.88258,                0.86868,                0.94587,                0.85463,                0.47704,                0.59724,                 1.0184,              0.0002146,              0.0002146,              0.0002146
                    122,                0.66662,                 0.7289,                 1.1883,                0.89337,                0.87068,                0.93448,                0.84104,                0.46449,                0.69758,                 1.0142,               0.000208,               0.000208,               0.000208
                    123,                0.64536,                 0.7045,                 1.1862,                0.90876,                 0.8789,                0.94787,                0.86704,                0.44972,                0.61242,                 1.0045,              0.0002014,              0.0002014,              0.0002014
                    124,                0.61557,                0.67878,                  1.155,                0.92695,                0.84106,                0.94774,                 0.8565,                0.45708,                0.66872,                 1.0104,              0.0001948,              0.0001948,              0.0001948
                    125,                0.64688,                0.68279,                  1.183,                0.87666,                0.87981,                0.93781,                0.85333,                 0.4762,                0.70624,                 1.0182,              0.0001882,              0.0001882,              0.0001882
                    126,                0.64213,                0.67065,                 1.1779,                0.92275,                0.83631,                0.94261,                0.85624,                 0.4449,                0.68298,                 1.0049,              0.0001816,              0.0001816,              0.0001816
                    127,                0.63963,                0.69283,                 1.1754,                0.86761,                 0.8927,                0.94218,                0.84982,                0.45785,                0.65696,                 1.0214,               0.000175,               0.000175,               0.000175
                    128,                0.64244,                 0.6863,                 1.1827,                0.90609,                0.86758,                0.95126,                0.85359,                0.47689,                0.68814,                 1.0199,              0.0001684,              0.0001684,              0.0001684
                    129,                0.62601,                0.66573,                 1.1769,                0.85509,                0.87761,                0.94186,                0.85444,                0.45542,                0.67527,                 1.0191,              0.0001618,              0.0001618,              0.0001618
                    130,                0.61022,                 0.6251,                 1.1424,                0.92791,                0.84787,                0.96223,                0.87245,                 0.4608,                0.60447,                 1.0152,              0.0001552,              0.0001552,              0.0001552
                    131,                0.62982,                0.70538,                 1.1744,                0.87817,                0.88768,                0.95836,                0.87598,                0.44714,                 0.6095,                 1.0076,              0.0001486,              0.0001486,              0.0001486
                    132,                0.63626,                0.66248,                 1.1647,                0.92388,                0.88355,                0.95525,                0.87269,                0.44157,                0.58374,                0.99924,               0.000142,               0.000142,               0.000142
                    133,                 0.6078,                0.65013,                 1.1566,                0.87927,                0.90277,                0.94977,                0.86228,                0.45487,                0.65727,                 1.0088,              0.0001354,              0.0001354,              0.0001354
                    134,                0.60635,                 0.6331,                 1.1438,                0.87801,                 0.8654,                0.94979,                0.84366,                0.48807,                0.62649,                 1.0228,              0.0001288,              0.0001288,              0.0001288
                    135,                0.62466,                0.64537,                 1.1589,                0.91088,                0.86678,                0.95616,                0.87089,                0.43994,                0.57028,                 1.0027,              0.0001222,              0.0001222,              0.0001222
                    136,                 0.5977,                0.65357,                 1.1489,                0.91815,                0.88954,                0.96208,                0.88027,                0.43548,                0.54029,                0.99716,              0.0001156,              0.0001156,              0.0001156
                    137,                 0.6222,                0.64896,                 1.1594,                 0.8985,                0.89136,                0.95836,                0.87341,                0.44133,                0.57463,                 1.0136,               0.000109,               0.000109,               0.000109
                    138,                0.61788,                0.64926,                 1.1692,                0.88579,                0.90794,                0.95721,                0.85531,                0.49259,                 0.6014,                 1.0143,              0.0001024,              0.0001024,              0.0001024
                    139,                 0.6148,                0.62961,                 1.1412,                0.87778,                0.91387,                0.95531,                0.86578,                0.44324,                0.60665,                0.99495,               9.58e-05,               9.58e-05,               9.58e-05
                    140,                0.60475,                0.61061,                 1.1464,                0.87105,                0.91414,                 0.9515,                 0.8647,                0.45011,                0.61477,                 1.0046,               8.92e-05,               8.92e-05,               8.92e-05
                    141,                0.50064,                0.48937,                   1.05,                0.93454,                0.84144,                0.95122,                0.85274,                0.48908,                0.63576,                 1.0343,               8.26e-05,               8.26e-05,               8.26e-05
                    142,                0.47039,                0.44906,                 1.0347,                0.84853,                0.92538,                0.95607,                0.87096,                0.44581,                0.62578,                 1.0151,                7.6e-05,                7.6e-05,                7.6e-05
                    143,                 0.4914,                0.48582,                 1.0496,                0.87009,                0.91103,                 0.9595,                 0.8639,                0.45877,                0.60839,                 1.0131,               6.94e-05,               6.94e-05,               6.94e-05
                    144,                0.47778,                0.44255,                 1.0414,                 0.9414,                0.85638,                0.95956,                0.86413,                0.44764,                0.58042,                 1.0138,               6.28e-05,               6.28e-05,               6.28e-05
                    145,                0.46829,                0.43367,                 1.0247,                0.93675,                0.85744,                0.95815,                0.86616,                0.45297,                0.58608,                 1.0229,               5.62e-05,               5.62e-05,               5.62e-05
                    146,                0.49406,                0.50315,                 1.0661,                0.92179,                0.87867,                 0.9597,                0.87164,                0.43939,                0.57399,                 1.0113,               4.96e-05,               4.96e-05,               4.96e-05
                    147,                0.48718,                0.48999,                 1.0389,                0.90848,                0.89684,                0.95909,                0.86761,                0.43357,                0.54701,                 1.0118,                4.3e-05,                4.3e-05,                4.3e-05
                    148,                0.44203,                0.40705,                 1.0079,                0.89905,                0.88855,                0.95637,                0.86472,                0.43506,                0.56622,                 1.0099,               3.64e-05,               3.64e-05,               3.64e-05
                    149,                0.46123,                0.40691,                  1.013,                0.89275,                0.90403,                0.95721,                0.86738,                0.44627,                 0.5701,                 1.0107,               2.98e-05,               2.98e-05,               2.98e-05
                    150,                0.45563,                0.42438,                 1.0234,                0.86979,                0.91337,                0.95577,                 0.8682,                 0.4366,                0.59621,                 1.0057,               2.32e-05,               2.32e-05,               2.32e-05
