                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.1385,                 3.2373,                 2.6503,                0.18416,                0.10451,                0.08574,                0.03385,                 2.1712,                 3.6644,                 2.8659,              0.0009109,              0.0009109,              0.0009109
                     12,                 2.0576,                 3.0608,                 2.5869,                0.17895,                0.19211,                0.14011,                0.06327,                 1.9049,                 3.3441,                 2.6248,               0.000901,               0.000901,               0.000901
                     13,                 1.9274,                 2.9307,                 2.4336,                 0.2117,                 0.2796,                0.19115,                0.10047,                 1.8657,                 3.1573,                 2.4912,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.8835,                 2.8202,                 2.4114,                0.22268,                0.26655,                0.20219,                0.09064,                 1.9614,                  3.297,                 2.5728,              0.0008812,              0.0008812,              0.0008812
                     15,                  1.844,                 2.7823,                 2.3754,                0.19527,                0.30393,                0.22895,                0.11923,                 1.6926,                 3.0825,                 2.3494,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.7494,                 2.6775,                 2.2769,                0.26644,                0.34298,                0.27743,                0.12968,                 1.7436,                 2.8872,                 2.3414,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.7011,                 2.6132,                 2.2037,                0.47794,                0.36941,                0.35657,                0.19027,                 1.5903,                 2.5911,                 2.2157,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.6998,                 2.5698,                 2.2021,                0.37653,                0.41674,                0.39097,                0.20921,                 1.5337,                 2.5257,                 2.1772,              0.0008416,              0.0008416,              0.0008416
                     19,                  1.637,                 2.4873,                 2.1392,                0.33009,                0.44795,                0.33112,                0.19381,                 1.5315,                 2.6024,                 2.0766,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.6403,                 2.5534,                 2.1446,                0.34061,                0.49149,                0.40885,                0.24609,                 1.4507,                 2.4394,                 2.0118,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.5543,                 2.4253,                 2.0698,                0.38091,                0.40813,                0.34734,                0.19938,                 1.4649,                 2.4391,                 2.0691,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.5322,                  2.375,                   2.03,                0.34894,                0.42709,                0.38391,                0.23152,                 1.3741,                 2.4883,                 1.9912,               0.000802,               0.000802,               0.000802
                     23,                 1.5191,                 2.2667,                 2.0027,                0.36984,                0.48189,                 0.4302,                0.25845,                 1.3305,                 2.5176,                 1.9532,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.5219,                 2.3182,                 2.0044,                0.37156,                0.42059,                0.42611,                0.26643,                 1.3278,                 2.1454,                 1.8637,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.4325,                 2.2081,                 1.9005,                0.33237,                0.37336,                0.35524,                0.22853,                 1.3915,                 2.4938,                 2.0322,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.3962,                 2.1848,                 1.9018,                0.41655,                0.45432,                0.43608,                0.26496,                 1.3934,                 2.2561,                  1.986,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.4003,                 2.1885,                 1.8921,                  0.412,                0.44442,                0.47124,                0.30982,                 1.2002,                 2.3328,                 1.8271,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.3514,                 2.1126,                 1.8542,                0.40356,                0.52506,                0.50426,                  0.329,                   1.14,                 2.0118,                 1.7939,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.3665,                 2.0766,                 1.8519,                0.46498,                0.50938,                 0.4994,                0.31212,                   1.24,                 2.0952,                 1.8008,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.3722,                 2.0628,                 1.8174,                0.44003,                0.54777,                 0.4963,                0.32531,                 1.1841,                 2.5074,                  1.736,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.3316,                 2.0576,                   1.82,                0.42486,                0.52195,                 0.4842,                0.32469,                 1.1487,                 2.0641,                 1.7795,              0.0007129,              0.0007129,              0.0007129
                     32,                  1.307,                 2.0263,                 1.7868,                 0.4534,                0.54075,                 0.5231,                0.32482,                 1.2789,                 2.0317,                 1.8395,               0.000703,               0.000703,               0.000703
                     33,                 1.3177,                 1.9458,                 1.7637,                0.45457,                0.60353,                 0.5267,                0.34477,                  1.217,                 1.8708,                 1.7474,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.2721,                 1.9128,                 1.7514,                0.58374,                0.55032,                0.58424,                0.39806,                 1.0685,                 1.7376,                 1.6553,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.2636,                 1.8897,                 1.7538,                0.48993,                0.64729,                0.59931,                0.40585,                 1.1361,                 1.7184,                 1.7385,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.2134,                 1.8431,                 1.6906,                0.52177,                0.53593,                0.53896,                0.36524,                 1.1566,                 1.8362,                 1.6847,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.2045,                 1.8611,                 1.6806,                0.50674,                 0.5895,                0.60126,                0.43472,                 1.0311,                 1.6559,                 1.6133,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.2016,                  1.825,                 1.6834,                0.46887,                0.57483,                0.55931,                0.38252,                 1.0735,                 1.8822,                 1.6791,              0.0006436,              0.0006436,              0.0006436
                     39,                  1.213,                 1.8153,                 1.6895,                0.54703,                0.52328,                0.54701,                0.39502,                 1.0426,                 1.8297,                 1.6084,              0.0006337,              0.0006337,              0.0006337
                     40,                  1.209,                 1.7375,                 1.6564,                 0.5566,                0.65902,                0.61197,                0.43933,                 1.0168,                  1.633,                 1.5696,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.2056,                 1.8024,                  1.692,                 0.5745,                0.61652,                0.59744,                0.42094,                 1.0782,                 1.7496,                 1.6496,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.2282,                 1.7585,                 1.6912,                0.51807,                0.45305,                 0.5498,                0.39836,                 1.0924,                 1.9284,                 1.6313,               0.000604,               0.000604,               0.000604
                     43,                 1.1875,                 1.7007,                 1.6292,                0.54026,                0.67321,                0.60973,                0.43378,                 0.9996,                 1.5734,                 1.5431,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.1729,                 1.6998,                 1.6405,                0.60092,                0.50074,                0.58058,                0.39144,                 1.1238,                 1.9121,                 1.6795,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.1854,                 1.7085,                 1.6457,                 0.5271,                0.58728,                0.58681,                0.42608,                 1.0202,                 1.6076,                 1.5436,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.1379,                 1.6406,                 1.5961,                0.61726,                0.64886,                0.63312,                0.46345,                0.95948,                 1.5436,                 1.4941,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.1315,                 1.6569,                 1.6044,                0.67364,                0.61752,                0.66287,                0.47078,                0.97965,                 1.5677,                 1.5738,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.1196,                 1.6027,                  1.601,                0.62707,                0.60801,                0.64207,                0.45742,                 1.0324,                 1.5598,                 1.6041,              0.0005446,              0.0005446,              0.0005446
                     49,                  1.131,                 1.6333,                 1.5978,                0.52815,                0.62936,                0.62147,                0.43928,                0.95865,                 1.6405,                 1.5058,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.0741,                 1.5751,                 1.5688,                0.60554,                0.65622,                0.68671,                0.50158,                0.91554,                 1.4312,                 1.4737,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.0466,                 1.5297,                 1.5326,                0.54041,                 0.6753,                0.63077,                0.47055,                 0.9458,                 1.4509,                 1.4794,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.0535,                 1.4986,                 1.5368,                0.60444,                 0.7095,                0.68933,                0.49793,                0.92324,                  1.362,                 1.4748,               0.000505,               0.000505,               0.000505
                     53,                  1.063,                 1.5256,                 1.5561,                0.63689,                0.64181,                0.68817,                0.50252,                0.89808,                 1.5039,                 1.4518,              0.0004951,              0.0004951,              0.0004951
                     54,                  1.068,                 1.5175,                 1.5263,                0.59124,                0.73373,                0.67078,                0.46312,                 1.0674,                 1.4205,                 1.5777,              0.0004852,              0.0004852,              0.0004852
                     55,                  1.048,                 1.5079,                 1.5371,                0.55734,                0.65052,                0.64612,                0.48302,                0.92175,                 1.5748,                  1.459,              0.0004753,              0.0004753,              0.0004753
                     56,                 1.0189,                 1.4481,                 1.4993,                0.60399,                0.60254,                0.63357,                0.43418,                 1.1167,                 1.5424,                 1.6475,              0.0004654,              0.0004654,              0.0004654
                     57,                 1.0567,                 1.4578,                 1.5276,                0.64939,                0.66767,                0.71592,                 0.5296,                0.92327,                 1.2947,                 1.4612,              0.0004555,              0.0004555,              0.0004555
                     58,                 1.0333,                 1.4213,                 1.5021,                0.62796,                0.71053,                0.70106,                0.51097,                0.91939,                 1.3686,                  1.475,              0.0004456,              0.0004456,              0.0004456
                     59,                 1.0637,                 1.4477,                 1.5348,                0.55159,                0.67889,                0.65914,                0.49705,                0.87809,                 1.6537,                 1.4318,              0.0004357,              0.0004357,              0.0004357
                     60,                  1.003,                 1.3743,                 1.4736,                0.60325,                0.67002,                0.67769,                0.50347,                0.89408,                 1.3828,                 1.4008,              0.0004258,              0.0004258,              0.0004258
                     61,                 1.0222,                 1.3855,                 1.4674,                 0.7314,                0.62049,                0.71336,                0.53349,                0.88095,                 1.3721,                 1.4386,              0.0004159,              0.0004159,              0.0004159
                     62,                 1.0142,                 1.4272,                 1.4906,                0.62432,                0.69316,                0.67081,                0.50395,                 0.8652,                 1.3576,                 1.4015,               0.000406,               0.000406,               0.000406
                     63,                 1.0009,                 1.3792,                 1.4799,                0.62068,                0.67037,                0.72688,                0.54806,                0.87572,                 1.2763,                 1.4002,              0.0003961,              0.0003961,              0.0003961
                     64,                 1.0347,                 1.4541,                 1.4889,                 0.6573,                0.71112,                0.71337,                0.55221,                0.84458,                 1.1937,                 1.3631,              0.0003862,              0.0003862,              0.0003862
                     65,                 1.0363,                 1.3972,                 1.5015,                0.66916,                0.78331,                0.76863,                0.56956,                0.84499,                 1.2085,                 1.3802,              0.0003763,              0.0003763,              0.0003763
                     66,                 1.0038,                 1.3807,                 1.4743,                0.65879,                0.73985,                0.74867,                0.54035,                0.95727,                 1.2754,                 1.4955,              0.0003664,              0.0003664,              0.0003664
                     67,                0.97577,                 1.3589,                 1.4544,                0.63455,                0.75025,                0.75968,                0.56625,                  0.864,                 1.2857,                 1.4002,              0.0003565,              0.0003565,              0.0003565
                     68,                0.99875,                 1.2989,                 1.4752,                0.68076,                0.68814,                0.72554,                0.53802,                0.90786,                 1.2861,                 1.4497,              0.0003466,              0.0003466,              0.0003466
                     69,                0.94843,                 1.3254,                 1.4586,                0.69509,                0.73455,                0.77387,                0.59045,                0.83263,                 1.1513,                  1.359,              0.0003367,              0.0003367,              0.0003367
                     70,                0.99632,                  1.343,                 1.4732,                0.71323,                0.68125,                0.76877,                0.57179,                0.82857,                 1.1869,                 1.3525,              0.0003268,              0.0003268,              0.0003268
                     71,                0.99524,                 1.3213,                 1.4756,                0.69218,                0.62966,                0.71764,                0.53455,                0.89536,                 1.2567,                 1.4026,              0.0003169,              0.0003169,              0.0003169
                     72,                0.94694,                 1.2889,                 1.4333,                0.66681,                0.74659,                0.79128,                0.58829,                 0.8623,                 1.1459,                 1.3635,               0.000307,               0.000307,               0.000307
                     73,                 0.9506,                 1.3073,                  1.436,                0.70117,                0.75652,                0.76719,                 0.6035,                0.79559,                 1.1227,                  1.313,              0.0002971,              0.0002971,              0.0002971
                     74,                0.92795,                 1.2872,                 1.4345,                0.68802,                0.72297,                 0.7663,                0.57079,                0.87007,                 1.1423,                 1.3622,              0.0002872,              0.0002872,              0.0002872
                     75,                0.93324,                  1.236,                 1.4159,                0.70522,                0.73679,                0.76959,                0.58647,                0.81048,                 1.0757,                 1.3348,              0.0002773,              0.0002773,              0.0002773
                     76,                0.95677,                 1.2527,                  1.429,                0.69813,                0.73466,                 0.7644,                0.59859,                0.78747,                  1.134,                 1.3021,              0.0002674,              0.0002674,              0.0002674
                     77,                0.92437,                 1.2267,                 1.4204,                0.66043,                0.72215,                0.73877,                0.56805,                0.80461,                 1.2038,                  1.297,              0.0002575,              0.0002575,              0.0002575
                     78,                0.88211,                 1.1756,                 1.3818,                0.71261,                0.57861,                0.71944,                0.54165,                0.88688,                 1.3524,                 1.4013,              0.0002476,              0.0002476,              0.0002476
                     79,                 0.9261,                 1.1858,                 1.4089,                 0.7049,                0.69749,                0.75925,                0.58645,                0.81524,                 1.1189,                 1.3226,              0.0002377,              0.0002377,              0.0002377
                     80,                0.90597,                 1.2172,                 1.3989,                0.71855,                0.72575,                0.79112,                0.60636,                0.81541,                 1.1705,                  1.312,              0.0002278,              0.0002278,              0.0002278
                     81,                0.92341,                 1.1882,                 1.4081,                0.72587,                0.74099,                0.79167,                0.60664,                0.77383,                 1.0495,                 1.3053,              0.0002179,              0.0002179,              0.0002179
                     82,                0.91193,                 1.1962,                 1.3906,                0.63806,                0.77182,                0.76452,                0.58392,                0.80486,                 1.0928,                 1.3137,               0.000208,               0.000208,               0.000208
                     83,                0.86995,                 1.1375,                 1.3763,                0.69747,                0.75763,                0.80635,                0.61894,                0.80982,                 1.0222,                 1.3087,              0.0001981,              0.0001981,              0.0001981
                     84,                0.88291,                 1.1639,                 1.3809,                0.65534,                0.79317,                0.78736,                  0.617,                0.76111,                 1.1187,                 1.2867,              0.0001882,              0.0001882,              0.0001882
                     85,                 0.8782,                 1.1426,                 1.3702,                0.69854,                0.77111,                0.79763,                0.61948,                0.78156,                 1.0405,                 1.2947,              0.0001783,              0.0001783,              0.0001783
                     86,                0.84826,                 1.1291,                 1.3701,                0.74942,                0.74892,                0.81437,                0.63524,                0.75714,                 1.0967,                 1.2737,              0.0001684,              0.0001684,              0.0001684
                     87,                 0.8714,                 1.1351,                 1.3536,                0.70516,                0.75762,                0.81022,                  0.637,                0.75142,                 1.0177,                 1.2705,              0.0001585,              0.0001585,              0.0001585
                     88,                0.84677,                 1.1177,                 1.3602,                0.75469,                0.70975,                0.79956,                0.62294,                0.77813,                 1.0536,                 1.3028,              0.0001486,              0.0001486,              0.0001486
                     89,                0.86917,                 1.1064,                 1.3668,                0.71392,                0.79435,                0.80781,                0.63205,                0.77785,                0.99089,                 1.2888,              0.0001387,              0.0001387,              0.0001387
                     90,                0.84951,                 1.1021,                 1.3472,                0.73821,                0.79032,                0.82348,                0.64536,                0.75339,                 1.0004,                 1.2782,              0.0001288,              0.0001288,              0.0001288
                     91,                0.80676,                 1.0843,                 1.3459,                0.74195,                0.70953,                 0.7711,                0.58693,                0.83037,                 1.1827,                 1.3448,              0.0001189,              0.0001189,              0.0001189
                     92,                0.74974,                0.94185,                 1.2767,                0.75397,                0.76956,                0.80024,                0.62181,                0.75217,                 1.1168,                 1.3053,               0.000109,               0.000109,               0.000109
                     93,                0.70617,                 0.9358,                 1.2722,                0.77196,                0.78827,                0.81466,                0.63259,                0.75492,                 1.0064,                 1.2832,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.71063,                0.87551,                 1.2606,                0.76019,                0.74518,                0.81535,                0.63787,                0.74048,                 1.0381,                 1.2771,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.68611,                0.84904,                 1.2569,                0.78461,                0.77614,                0.83603,                0.65215,                 0.7622,                 1.0021,                   1.28,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.70152,                0.86096,                 1.2316,                0.78437,                0.82028,                0.84916,                0.66572,                0.73281,                0.99499,                 1.2703,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.66686,                0.83364,                  1.227,                0.76943,                0.82813,                0.85175,                0.66888,                0.74097,                0.97442,                 1.2677,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.70042,                0.85802,                 1.2598,                0.76997,                0.79983,                0.84728,                 0.6716,                0.73384,                0.98409,                 1.2562,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.68856,                0.84281,                 1.2403,                0.78063,                0.77033,                0.83707,                  0.667,                0.71865,                0.97926,                 1.2467,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.66942,                0.81841,                 1.2218,                0.77532,                0.77809,                0.83895,                0.66447,                0.72226,                0.95481,                 1.2464,               2.98e-05,               2.98e-05,               2.98e-05
